Date,Open,High,Low,Close,Volume
1980-03-17,0.18453535437583923,0.18748773839395189,0.18453535437583923,0.18453535437583923,10924800
1980-03-18,0.18453534588862627,0.18601153782978908,0.18305917084217072,0.18305917084217072,17068800
1980-03-19,0.18748773634433744,0.19044067785553365,0.18748773634433744,0.18748773634433746,18508800
1980-03-20,0.18748774807070712,0.18970201930386818,0.1867496520280838,0.1867496520280838,11174400
1980-03-21,0.18305913566092116,0.18305913566092116,0.18010617792606354,0.18010617792606354,12172800
1980-03-24,0.1793682009424564,0.1793682009424564,0.17641581594944003,0.17641581594944,8966400
1980-03-25,0.1771538406610489,0.18010620756715384,0.1771538406610489,0.1771538406610489,11347200
1980-03-26,0.17715383407171728,0.1786300259172154,0.17567764222621915,0.17567764222621918,16262400
1980-03-27,0.17272532867753312,0.17272532867753312,0.16977238655090332,0.16977238655090332,26918400
1980-03-28,0.17641581594944003,0.1793682009424564,0.17641581594944003,0.17641581594944,20102400
1980-03-31,0.18232102692127228,0.18527339313242014,0.18232102692127228,0.18232102692127228,9004800
1980-04-01,0.18305917084217072,0.18601153782978908,0.18305917084217072,0.18305917084217072,8179200
1980-04-02,0.18453535437583923,0.18748773839395189,0.18453535437583923,0.18453535437583923,12556800
1980-04-03,0.18379720289448775,0.18379720289448775,0.1808442622423172,0.1808442622423172,6988800
1980-04-07,0.1793682009424564,0.1793682009424564,0.17641581594944003,0.17641581594944,13478400
1980-04-08,0.1771538406610489,0.18010620756715384,0.1771538406610489,0.1771538406610489,29184000
1980-04-09,0.1764158169979529,0.1764158169979529,0.17346344888210297,0.17346344888210297,11558400
1980-04-10,0.17346329625628606,0.17567756617121688,0.17272520065307614,0.17272520065307617,14784000
1980-04-11,0.17272520065307614,0.17567756617121688,0.17272520065307614,0.17272520065307617,9523200
1980-04-14,0.17420139908790586,0.1771537647285537,0.17420139908790586,0.17420139908790588,8025600
1980-04-15,0.17420142666578894,0.17493950552177173,0.17198656499385834,0.17198656499385834,10598400
1980-04-16,0.1682961128208825,0.1682961128208825,0.1653437465429306,0.1653437465429306,10752000
1980-04-17,0.16534386229833337,0.16534386229833337,0.16239090263843536,0.16239090263843536,17702400
1980-04-18,0.16460572183132172,0.1675580893841921,0.16460572183132172,0.16460572183132172,18739200
1980-04-21,0.16460566366987125,0.1660818384773624,0.1631288975477219,0.16312889754772186,9043200
1980-04-22,0.17051036655902863,0.17346330667428012,0.17051036655902863,0.17051036655902863,20428800
1980-04-23,0.1808442622423172,0.18379720289448775,0.1808442622423172,0.1808442622423172,14822400
1980-04-24,0.1815829575061798,0.18453532414593857,0.1815829575061798,0.1815829575061798,8832000
1980-04-25,0.18158302597251416,0.18158302597251416,0.17863008379936215,0.17863008379936218,7104000
1980-04-28,0.17863003256145477,0.18010620756715384,0.1771538406610489,0.1771538406610489,6931200
1980-04-29,0.17863008379936215,0.18158302597251416,0.17863008379936215,0.17863008379936218,6297600
1980-04-30,0.1808442622423172,0.18379720289448775,0.1808442622423172,0.1808442622423172,7065600
1980-05-01,0.1815829575061798,0.18453532414593857,0.1815829575061798,0.1815829575061798,7008000
1980-05-02,0.18453535437583923,0.18748773839395189,0.18453535437583923,0.18453535437583923,5510400
1980-05-05,0.1867496520280838,0.18970201930386818,0.1867496520280838,0.1867496520280838,3513600
1980-05-06,0.18674960395982715,0.18896387462304787,0.1860115081071854,0.18601150810718536,6988800
1980-05-07,0.1860115081071854,0.18896387462304787,0.1860115081071854,0.18601150810718536,6393600
1980-05-08,0.18601151297193744,0.1867496088438826,0.183797225356102,0.183797225356102,7468800
1980-05-09,0.1860115081071854,0.18896387462304787,0.1860115081071854,0.18601150810718536,16684800
1980-05-12,0.18601154961058183,0.188225837662565,0.18527345359325412,0.1852734535932541,8582400
1980-05-13,0.18896387517452243,0.1919168330136623,0.18896387517452243,0.1889638751745224,7372800
1980-05-14,0.19191686809062958,0.19486923515471735,0.19191686809062958,0.19191686809062958,4742400
1980-05-15,0.1933931261301041,0.19634551135530692,0.1933931261301041,0.19339312613010406,8102400
1980-05-16,0.19560731947422028,0.1985596863621659,0.19560731947422028,0.19560731947422028,4838400
1980-05-19,0.19634534418582913,0.19929828442247588,0.19634534418582913,0.19634534418582916,8640000
1980-05-20,0.19634540880174361,0.19708350472252797,0.19413112103939054,0.19413112103939056,21811200
1980-05-21,0.19265499105429484,0.19265499105429484,0.1897020488977432,0.18970204889774323,10540800
1980-05-22,0.18970200743900753,0.19044067785553365,0.18748773634433744,0.18748773634433746,5318400
1980-05-23,0.19413112103939054,0.19708350472252797,0.19413112103939054,0.19413112103939056,29779200
1980-05-27,0.1941312224364048,0.19634551135530692,0.1933931261301041,0.19339312613010406,8332800
1980-05-28,0.1978214979171753,0.20077445473908218,0.1978214979171753,0.1978214979171753,6700800
1980-05-29,0.1978214979171753,0.20077445473908218,0.1978214979171753,0.1978214979171753,7660800
1980-05-30,0.20077447593212128,0.20372684175121192,0.20077447593212128,0.20077447593212128,5721600
1980-06-02,0.20151263475418094,0.2044650186406223,0.20151263475418094,0.2015126347541809,6355200
1980-06-03,0.19929828442247588,0.19929828442247588,0.19634534418582913,0.19634534418582916,15244800
1980-06-04,0.19929844141006473,0.20225080955247599,0.19929844141006473,0.1992984414100647,7680000
1980-06-05,0.19929844141006473,0.20225080955247599,0.19929844141006473,0.1992984414100647,6470400
1980-06-06,0.19929826353800809,0.20077445473908218,0.1978214979171753,0.1978214979171753,28723200
1980-06-09,0.1978215186468928,0.19929828442247588,0.19634534418582913,0.19634534418582916,7545600
1980-06-10,0.19855979084968567,0.20151273371157677,0.19855979084968567,0.19855979084968567,17280000
1980-06-11,0.20077447593212128,0.20372684175121192,0.20077447593212128,0.20077447593212128,3206400
1980-06-12,0.20077445473908218,0.20077445473908218,0.1978214979171753,0.1978214979171753,10809600
1980-06-13,0.1978214979171753,0.20077445473908218,0.1978214979171753,0.1978214979171753,3590400
1980-06-16,0.1978214979171753,0.20077445473908218,0.1978214979171753,0.1978214979171753,7987200
1980-06-17,0.19782153715664727,0.20003639881735252,0.1970834583044052,0.1970834583044052,12864000
1980-06-18,0.19708351136554644,0.1985596863621659,0.19560731947422028,0.19560731947422028,8064000
1980-06-19,0.19486923515471735,0.19486923515471735,0.19191686809062958,0.19191686809062958,13689600
1980-06-20,0.19265495240688324,0.19560733644569311,0.19265495240688324,0.19265495240688324,7027200
1980-06-23,0.19265495240688324,0.19560733644569311,0.19265495240688324,0.19265495240688324,9888000
1980-06-24,0.19265495240688324,0.19560733644569311,0.19265495240688324,0.19265495240688324,9676800
1980-06-25,0.19486923515796659,0.1978216022221036,0.19486923515796659,0.1948692351579666,15494400
1980-06-26,0.19486923515796659,0.1978216022221036,0.19486923515796659,0.1948692351579666,10156800
1980-06-27,0.19560731947422028,0.1985596863621659,0.19560731947422028,0.19560731947422028,6912000
1980-06-30,0.19560731288095926,0.19708350472252797,0.19413112103939054,0.19413112103939056,5337600
1980-07-01,0.1970834583044052,0.20003639881735252,0.1970834583044052,0.1970834583044052,9811200
1980-07-02,0.19855979084968567,0.20151273371157677,0.19855979084968567,0.19855979084968567,6585600
1980-07-03,0.2000364065170288,0.2029887727237441,0.2000364065170288,0.2000364065170288,4550400
1980-07-07,0.20741736888885498,0.20889413513291308,0.20741736888885498,0.20741736888885498,19545600
1980-07-08,0.21184656023979187,0.21332275247046836,0.21184656023979187,0.21184656023979187,13190400
1980-07-09,0.21184656023979187,0.21258465635513013,0.21184656023979187,0.21184656023979187,9388800
1980-07-10,0.2147989720106125,0.2155370513250793,0.2147989720106125,0.2147989720106125,14092800
1980-07-11,0.21479874470388366,0.21553682323729279,0.21406064927577972,0.21406064927577972,9888000
1980-07-14,0.2162751406431198,0.2177519074346573,0.2162751406431198,0.2162751406431198,15052800
1980-07-15,0.2229185402393341,0.22365663634685404,0.2229185402393341,0.2229185402393341,20678400
1980-07-16,0.22660960257053375,0.22734769875709815,0.22660960257053375,0.22660960257053375,11692800
1980-07-17,0.23177610337734222,0.23325227786471928,0.23177610337734222,0.23177610337734222,15456000
1980-07-18,0.23768143355846402,0.23841952932410207,0.23768143355846402,0.23768143355846405,12576000
1980-07-21,0.23768143355846402,0.23841952932410207,0.23768143355846402,0.23768143355846405,14208000
1980-07-22,0.23620533299111304,0.23620533299111304,0.23472914099693296,0.23472914099693298,14150400
1980-07-23,0.23325234119613916,0.23325234119613916,0.23251426219940186,0.23251426219940186,8371200
1980-07-24,0.23177618953229567,0.23177618953229567,0.23103809356689453,0.23103809356689453,11616000
1980-07-25,0.22956192174703494,0.22956192174703494,0.22882382571697235,0.22882382571697235,22156800
1980-07-28,0.23103809356689453,0.23251428549769682,0.23103809356689453,0.23103809356689453,7372800
1980-07-29,0.24137192964553836,0.2428481043876632,0.24137192964553836,0.24137192964553833,11424000
1980-07-30,0.2487533539533615,0.2494914495507007,0.2487533539533615,0.2487533539533615,12614400
1980-07-31,0.25022971630096436,0.2517058916106232,0.25022971630096436,0.25022971630096436,24384000
1980-08-01,0.24875350838054677,0.24875350838054677,0.24653922021389008,0.24653922021389008,9523200
1980-08-04,0.25022971630096436,0.25244456213295685,0.25022971630096436,0.25022971630096436,5721600
1980-08-05,0.25170567631721497,0.2531824416785998,0.25170567631721497,0.25170567631721497,6720000
1980-08-06,0.25170588846774483,0.25170588846774483,0.2494916170835495,0.2494916170835495,11193600
1980-08-07,0.25244447588920593,0.2531825717392314,0.25244447588920593,0.25244447588920593,8812800
1980-08-08,0.256134957075119,0.2576111488836965,0.256134957075119,0.256134957075119,5817600
