Date,Open,High,Low,Close,Volume
1986-03-12,0.0520428791642189,0.05267704769553316,0.0520428791642189,0.0520428791642189,393012000
1986-03-13,0.0533120222389698,0.05394619058971404,0.0533120222389698,0.0533120222389698,125290800
1986-03-14,0.05521615967154503,0.05585032790740234,0.05521615967154503,0.05521615967154503,57866400
1986-03-17,0.05458120172776934,0.05458120172776934,0.05394621193408966,0.05394621193408966,28285200
1986-03-18,0.053312039986716776,0.053312039986716776,0.05267705023288727,0.05267705023288727,32335200
1986-03-19,0.05267703912927324,0.05267703912927324,0.05140788108110428,0.05140788108110428,22712400
1986-03-20,0.05140788108110428,0.052042870701086485,0.05140788108110428,0.05140788108110428,17787600
1986-03-21,0.050772909600709626,0.050772909600709626,0.04950375109910965,0.04950375109910965,16232400
1986-03-24,0.04950375109910965,0.05013874094595406,0.04950375109910965,0.04950375109910965,20736000
1986-03-25,0.04950375109910965,0.05013874094595406,0.04950375109910965,0.04950375109910965,21675600
1986-03-26,0.05013873055577278,0.05140788879436681,0.05013873055577278,0.05013873055577278,23328000
1986-03-27,0.0520428791642189,0.053312037418776416,0.0520428791642189,0.0520428791642189,21513600
1986-03-31,0.05267705023288727,0.053312039986716776,0.05267705023288727,0.05267705023288727,9882000
1986-04-01,0.05077289907911046,0.05077289907911046,0.05013873055577278,0.05013873055577278,20314800
1986-04-02,0.05013874094595406,0.050772909600709626,0.04950375109910965,0.04950375109910965,12960000
1986-04-03,0.05140788108110428,0.05267703912927324,0.05140788108110428,0.05140788108110428,11955600
1986-04-04,0.05140786874024743,0.0520428582077955,0.050772879272699356,0.050772879272699356,10659600
1986-04-07,0.05140788108110428,0.052042870701086485,0.05140788108110428,0.05140788108110428,9007200
1986-04-08,0.05140788108110428,0.05267703912927324,0.05140788108110428,0.05140788108110428,15001200
1986-04-09,0.05140788108110428,0.052042870701086485,0.05140788108110428,0.05140788108110428,8942400
1986-04-10,0.05140788108110428,0.052042870701086485,0.05140788108110428,0.05140788108110428,9428400
1986-04-11,0.05267705023288727,0.053312039986716776,0.05267705023288727,0.05267705023288727,18273600
1986-04-14,0.05267705023288727,0.053312039986716776,0.05267705023288727,0.05267705023288727,46785600
1986-04-15,0.052677032696530394,0.0533120222389698,0.052677032696530394,0.0533120222389698,12020400
1986-04-16,0.053312047288776226,0.05585036426782608,0.05267705744797325,0.05585036426782608,22550400
1986-04-17,0.055850333573327963,0.06092778593301773,0.055850333573327963,0.06092778593301773,19699200
1986-04-18,0.06092781949669637,0.06727443314459883,0.06092781949669637,0.06600527465343475,27799200
1986-04-21,0.06600527421628231,0.07330355138620086,0.06537028437886476,0.07235188782215118,33534000
1986-04-22,0.07235186361996886,0.07235186361996886,0.06790939982030983,0.06854356825351715,38264400
1986-04-23,0.06854357712250672,0.06854357712250672,0.06664025038480759,0.06664025038480759,4114800
1986-04-24,0.06664022455321275,0.06790938228368759,0.06664022455321275,0.06790938228368759,10789200
1986-04-25,0.06790940080935041,0.06917855888605118,0.06790940080935041,0.06917855888605118,4633200
1986-04-28,0.06917856725806182,0.07108271519946047,0.06917856725806182,0.0698135569691658,46008000
1986-04-29,0.06981354852030851,0.07044771696275193,0.06854356925179385,0.06917855888605118,2786400
1986-04-30,0.06790938597008843,0.06790938597008843,0.06346610188484192,0.06346610188484192,9720000
1986-05-01,0.06346610411429345,0.06537025147605492,0.06346610411429345,0.06473608314990997,21546000
1986-05-02,0.06473608050069247,0.06537024880088513,0.06092778593301773,0.06092778593301773,10627200
1986-05-05,0.060927793411710306,0.062196951359510415,0.060927793411710306,0.06219695135951042,4924800
1986-05-06,0.062196959647244365,0.06410110741853714,0.06092780153032916,0.06410110741853714,7257600
1986-05-07,0.06410112554509212,0.06537028402090073,0.06410112554509212,0.06537028402090073,11826000
1986-05-08,0.06537028481181167,0.06727443314459883,0.06473611616227068,0.06600527465343475,21254400
1986-05-09,0.06600526318286949,0.06727442145347595,0.06600526318286949,0.06727442145347595,7581600
1986-05-12,0.06727441890007123,0.06727441890007123,0.06600526067763574,0.06664025038480759,11404800
1986-05-13,0.06664024176209325,0.06854356825351715,0.06600525213708397,0.06854356825351715,35510400
1986-05-14,0.06854357712250672,0.06854357712250672,0.06664025038480759,0.06664025038480759,2559600
1986-05-15,0.06664022455321275,0.06790938228368759,0.06664022455321275,0.06790938228368759,939600
1986-05-16,0.06790939982030983,0.06854356825351715,0.06727441019530056,0.06854356825351715,3985200
1986-05-19,0.06854355668176959,0.06854355668176959,0.06473608314990997,0.06473608314990997,8974800
1986-05-20,0.06473608314990997,0.06600524099386318,0.06473608314990997,0.06473608314990997,4438800
1986-05-21,0.0647361153790325,0.06537028402090073,0.0647361153790325,0.06537028402090073,874800
1986-05-22,0.06537024917971407,0.06537024917971407,0.06283193358097419,0.06346610188484192,11599200
1986-05-23,0.06346610930731053,0.06410109887707584,0.062196951359510415,0.06219695135951042,4600800
1986-05-27,0.06219697822503209,0.06346613672103577,0.06156280957307286,0.06283196806907654,2430000
1986-05-28,0.06283196806907654,0.06283196806907654,0.06156280957307286,0.06283196806907654,1198800
1986-05-29,0.061562789475133224,0.061562789475133224,0.06029281020164489,0.0602928102016449,5086800
1986-05-30,0.06029281131490328,0.06156279061184076,0.05902365320979809,0.05965864285826683,20574000
1986-06-02,0.059658668911993507,0.059658668911993507,0.056485361667489305,0.0577545203268528,8845200
